pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
AL	NC_063214.1	105500001	105600000	0.0006455293119023	83151	171930	266339571	1629446
AL	NC_063214.1	105600001	105700000	0.0004961650125481	82717	137138	276395950	1479920
AL	NC_063214.1	105700001	105800000	0.0005136045243106	82258	139889	272367149	1500174
AL	NC_063214.1	105800001	105900000	0.0009522681712418	84395	253273	265968146	1706600
AL	NC_063214.1	105900001	106000000	0.00079643662205	84781	219071	275063946	1616704
AL	NC_063214.1	106000001	106100000	0.0005122562163709	84412	146812	286598767	1458066
AL	NC_063214.1	106100001	106200000	0.0005483845018526	79084	146922	267917856	1373216
AL	NC_063214.1	106200001	106300000	0.0006484605396022	80535	171871	265044655	1489486
AL	NC_063214.1	106300001	106400000	0.0004407545227685	82032	118292	268385221	1535870
AL	NC_063214.1	106400001	106500000	0.0006138324819684	83324	169585	276272444	1521328
AL	NC_063214.1	106500001	106600000	0.0003702628234237	80951	100095	270334999	1451102
AL	NC_063214.1	106600001	106700000	0.0008615367979843	83521	237751	275961515	1527382
AL	NC_063214.1	106700001	106800000	0.0006786411939209	81749	189096	278639142	1397416
AL	NC_063214.1	106800001	106900000	0.0007800716259954	84601	220138	282202291	1516598
AL	NC_063214.1	106900001	107000000	0.0010210140982861	83177	302477	296251541	1269082
AL	NC_063214.1	107000001	107100000	0.0006112584083485	77563	171977	281349095	1125926
AL	NC_063214.1	107100001	107200000	0.0004084210008535	82194	119365	292259702	1258932
AL	NC_063214.1	107200001	107300000	0.0005179313815117	82852	139258	268873455	1580066
AL	NC_063214.1	107300001	107400000	0.0003571456358092	81778	90890	254490020	1693896
AL	NC_063214.1	107400001	107500000	0.0004019377225731	83867	112847	280757425	1500890
AL	NC_063214.1	107500001	107600000	0.0003652056908976	82306	95157	260557276	1651912
AL	NC_063214.1	107600001	107700000	0.0006798770179619	74887	177212	260653023	1220566
AL	NC_063214.1	107700001	107800000	0.0004839600687305	83580	131971	272689853	1579374
AL	NC_063214.1	107800001	107900000	0.0007257712147627	83029	187472	258307296	1717764
AL	NC_063214.1	107900001	108000000	0.0005322592686995	81995	136381	256230390	1683368
AL	NC_063214.1	108000001	108100000	0.0006261145694777	82215	169586	270854582	1520152
AL	NC_063214.1	108100001	108200000	0.0007032658162957	79014	193039	274489383	1292706
AL	NC_063214.1	108200001	108300000	0.0004180560035347	82101	114346	273518378	1483232
AL	NC_063214.1	108300001	108400000	0.0004086051275997	83441	108269	264972201	1662962
AL	NC_063214.1	108400001	108500000	0.0004490962285432	83477	116146	258621633	1741346
AL	NC_063214.1	108500001	108600000	0.0006676958916098	78370	171641	257064634	1458484
AL	NC_063214.1	108600001	108700000	0.0005869991770333	83849	155223	264434783	1692846
AL	NC_063214.1	108700001	108800000	0.0003975098488095	83536	104253	262265200	1702192
AL	NC_063214.1	108800001	108900000	0.0004736308627239	83011	131924	278537592	1471836
AL	NC_063214.1	108900001	109000000	0.0004468489455641	79475	115608	258718301	1508074
AL	NC_063214.1	109000001	109100000	0.0003380641170902	83709	88972	263180845	1696946
AL	NC_063214.1	109100001	109200000	0.0005333482398371	80642	136344	255637855	1611410
AL	NC_063214.1	109200001	109300000	0.0002530911735592	77183	61901	244579845	1540522
AL	NC_063214.1	109300001	109400000	4.6356469589707e-05	83695	12339	266176439	1660190
AL	NC_063214.1	109400001	109500000	3.0298973355466e-05	80361	8287	273507617	1378354
AL	NC_063214.1	109500001	109600000	0.0003983142432599	79409	112889	283416930	1208576
AL	NC_063214.1	109600001	109700000	0.000537212679832	84656	150420	280000837	1549118
AL	NC_063214.1	109700001	109800000	0.0002587623922587	81685	74377	287433577	1297250
AL	NC_063214.1	109800001	109900000	1.4449307103938374e-05	82304	4269	295446693	1232190
AL	NC_063214.1	109900001	110000000	3.9699183468031e-06	76390	1044	262977701	1277934
AL	NC_063214.1	110000001	110100000	0.0002085576898567	83112	57373	275094148	1522384
AL	NC_063214.1	110100001	110200000	0.0003913086512828	82166	101109	258386825	1669478
AL	NC_063214.1	110200001	110300000	0.0004179875505813	79153	113931	272570319	1323886
AL	NC_063214.1	110300001	110400000	0.0006405295163686	82252	166977	260685879	1644258
AL	NC_063214.1	110400001	110500000	0.0004257838503265	74089	98635	231655099	1520734
AL	NC_063214.1	110500001	110600000	0.0007680172046756	77542	189348	246541352	1541624
AL	NC_063214.1	110600001	110700000	0.0008125375830715	74730	192793	237272717	1488094
AL	NC_063214.1	110700001	110800000	0.0009571050510274	72066	212933	222476101	1514966
AL	NC_063214.1	110800001	110900000	0.0007219392603583	78030	176948	245100952	1587968
AL	NC_063214.1	110900001	111000000	0.0004425953343227	75554	102776	232212118	1601724
AL	NC_063214.1	111000001	111100000	0.0003807575984062	75020	87193	228998713	1610918
AL	NC_063214.1	111100001	111200000	0.0003806371778113	77899	86788	228007155	1795366
AL	NC_063214.1	111200001	111300000	0.0001758416462085	75820	40664	231253522	1630036
AL	NC_063214.1	111300001	111400000	0.0003490529333016	76986	86973	249168512	1479184
AL	NC_063214.1	111400001	111500000	0.0002871303528184	78557	67673	235687378	1740392
AL	NC_063214.1	111500001	111600000	0.0005273390175628	77286	119701	226990600	1771696
AL	NC_063214.1	111600001	111700000	0.0003877288485867	77098	88531	228332249	1742542
AL	NC_063214.1	111700001	111800000	0.0002943279192083	75540	69136	234894468	1570048
AL	NC_063214.1	111800001	111900000	0.0005536673607528	76233	129106	233183332	1630476
AL	NC_063214.1	111900001	112000000	0.0001091012823473	78130	25960	237944041	1683182
AL	NC_063214.1	112000001	112100000	0.000509507433314	80558	125056	245444898	1731964
AL	NC_063214.1	112100001	112200000	0.0001779062608958	78440	45485	255668349	1485774
AL	NC_063214.1	112200001	112300000	3.581666337510826e-05	81583	9492	265016311	1554078
AL	NC_063214.1	112300001	112400000	9.203294730058208e-06	80061	2382	258820354	1538800
AL	NC_063214.1	112400001	112500000	2.5337166217629966e-05	83794	7027	277339618	1529732
AL	NC_063214.1	112500001	112600000	2.2144810623388584e-05	80127	5844	263899299	1485190
AL	NC_063214.1	112600001	112700000	3.801738157954372e-05	78963	9305	244756467	1648902
AL	NC_063214.1	112700001	112800000	3.805863576646735e-05	79635	8817	231668840	1855460
AL	NC_063214.1	112800001	112900000	2.9483840623609457e-05	74220	6599	223817517	1626766
AL	NC_063214.1	112900001	113000000	1.4737794620704964e-05	76810	3509	238095325	1604462
AL	NC_063214.1	113000001	113100000	2.870677786019502e-05	79846	6529	227437577	1922734
AL	NC_063214.1	113100001	113200000	2.2858954097206036e-05	78919	5232	228881863	1847734
AL	NC_063214.1	113200001	113300000	2.6408867344583933e-05	77772	6165	233444317	1720254
AL	NC_063214.1	113300001	113400000	2.5829816585787148e-05	74192	5782	223849828	1623240
AL	NC_063214.1	113400001	113500000	3.015193463446236e-05	80363	7568	250995503	1651222
AL	NC_063214.1	113500001	113600000	0.0001341104296724	80015	34578	257832296	1550052
AL	NC_063214.1	113600001	113700000	0.0002331693868964	77541	59467	255037768	1440212
AL	NC_063214.1	113700001	113800000	0.0002094234874668	79222	52515	250759839	1586666
AL	NC_063214.1	113800001	113900000	0.0002390384709917	69067	55863	233698784	1204148
AL	NC_063214.1	113900001	114000000	0.0001155734767332	81830	30268	261893999	1605066
AL	NC_063214.1	114000001	114100000	0.0004516683675992	80797	115704	256170253	1615394
AL	NC_063214.1	114100001	114200000	9.362122529300303e-05	76380	22944	245072631	1491514
AL	NC_063214.1	114200001	114300000	0.000268998291103	79244	65422	243206006	1683260
AL	NC_063214.1	114300001	114400000	0.0001010998862097	79725	23696	234382064	1823068
AL	NC_063214.1	114400001	114500000	0.0005435151340899	78262	126837	233364247	1749002
AL	NC_063214.1	114500001	114600000	0.0007428193976247	82617	195722	263485311	1634758
AL	NC_063214.1	114600001	114700000	0.0005594309962615	82328	159623	285330990	1353948
AL	NC_063214.1	114700001	114800000	0.00045655836303	82681	126183	276378685	1481378
AL	NC_063214.1	114800001	114900000	0.0004487733671218	81876	121654	271081149	1495958
AL	NC_063214.1	114900001	115000000	0.0006186825403264	82671	163291	263933422	1631064
AL	NC_063214.1	115000001	115100000	0.000605892809287	85584	176738	291698461	1460374
AL	NC_063214.1	115100001	115200000	0.0004039534640031	83678	126298	312654826	1104356
AL	NC_063214.1	115200001	115300000	0.000631718935069	85298	186135	294648442	1407436
AL	NC_063214.1	115300001	115400000	0.0003866980847834	72597	106964	276608559	894678
AL	NC_063214.1	115400001	115500000	0.0006581341458757	86048	209137	317772602	1179348
AL	NC_063214.1	115500001	115600000	0.0001724545938581	81067	52290	303210247	1082046
AL	NC_063214.1	115600001	115700000	0.000477528969714	82354	133493	279549532	1423912
AL	NC_063214.1	115700001	115800000	0.0001241760123072	84101	36397	293108140	1361828
AL	NC_063214.1	115800001	115900000	0.0002638581205863	81937	70415	266866905	1549626
AL	NC_063214.1	115900001	116000000	0.0002657148961918	85514	80208	301857371	1343594
AL	NC_063214.1	116000001	116100000	4.470045444483525e-05	82754	11573	258901171	1698802
AL	NC_063214.1	116100001	116200000	4.707235483746136e-05	81078	12012	255181625	1643958
AL	NC_063214.1	116200001	116300000	0.00034243613576	81846	91331	266709586	1545396
AL	NC_063214.1	116300001	116400000	0.0002236602608083	75635	59179	264593271	1212974
AL	NC_063214.1	116400001	116500000	3.045192524876188e-05	81410	8217	269835156	1484448
AL	NC_063214.1	116500001	116600000	2.326252108560689e-05	81062	6225	267597823	1488906
AL	NC_063214.1	116600001	116700000	0.0005345810348887	81439	148921	278575165	1379178
AL	NC_063214.1	116700001	116800000	0.0004334001524732	81490	122661	283020205	1329806
AL	NC_063214.1	116800001	116900000	0.0004670688828876	71802	111909	239598492	1286720
AL	NC_063214.1	116900001	117000000	0.0002111275259365	79135	57093	270419500	1344900
AL	NC_063214.1	117000001	117100000	0.000532778137257	82712	140224	263193983	1638594
AL	NC_063214.1	117100001	117200000	0.0001251970090655	82057	35238	281460398	1385552
AL	NC_063214.1	117200001	117300000	2.9047747141527908e-05	81475	8057	277370908	1396788
AL	NC_063214.1	117300001	117400000	8.929808957884099e-05	82190	25191	282100100	1383760
AL	NC_063214.1	117400001	117500000	0.0002389210920623	83723	66354	277723492	1521244
AL	NC_063214.1	117500001	117600000	0.0003568945576437	83513	97619	273523364	1560124
AL	NC_063214.1	117600001	117700000	0.0006856054182844	79399	185232	270172894	1362824
AL	NC_063214.1	117700001	117800000	0.0006580991758502	76721	168837	256552517	1368202
AL	NC_063214.1	117800001	117900000	0.0007102831048868	82653	193808	272860214	1517240
AL	NC_063214.1	117900001	118000000	0.0003950288038197	82576	113549	287444862	1341436
AL	NC_063214.1	118000001	118100000	0.0005011425194994	83561	155073	309438920	1134772
AL	NC_063214.1	118100001	118200000	0.0006523018654849	82896	194798	298631677	1220870
AL	NC_063214.1	118200001	118300000	0.0007741903976712	82382	238490	308050837	1084446
AL	NC_063214.1	118300001	118400000	0.0006786075470863	80485	191913	282804105	1274202
AL	NC_063214.1	118400001	118500000	0.0007378272183037	79813	212865	288502504	1168124
AL	NC_063214.1	118500001	118600000	0.0006511131869829	80991	188479	289471944	1226996
AL	NC_063214.1	118600001	118700000	0.0005243625696094	83698	151482	288887897	1385342
AL	NC_063214.1	118700001	118800000	0.000460348481531	74335	117041	254244349	1259962
AL	NC_063214.1	118800001	118900000	0.0006957470862379	81833	196213	282017710	1361264
AL	NC_063214.1	118900001	119000000	0.0007572167792238	80910	223441	295081945	1155446
AL	NC_063214.1	119000001	119100000	0.0007556359504954	81531	213005	281888388	1343372
AL	NC_063214.1	119100001	119200000	0.0007141439343872	76947	194453	272288247	1194478
AL	NC_063214.1	119200001	119300000	0.0005667436603938	77484	147543	260334628	1365816
AL	NC_063214.1	119300001	119400000	0.0003847348702208	79654	104499	271613020	1360968
AL	NC_063214.1	119400001	119500000	0.0003855682044665	73915	96393	250002461	1285562
AL	NC_063214.1	119500001	119600000	0.0006749628708565	78411	177320	262710747	1394790
AL	NC_063214.1	119600001	119700000	0.000803978652575	78058	214509	266809323	1326410
AL	NC_063214.1	119700001	119800000	0.0006031211095996	78072	162793	269917596	1285088
AL	NC_063214.1	119800001	119900000	0.0004830148386416	79019	136125	281823640	1199100
AL	NC_063214.1	119900001	120000000	0.0005134493560759	73488	139022	270760881	1016414
AL	NC_063214.1	120000001	120100000	0.000799513680302	77517	229497	287045745	1053714
AL	NC_063214.1	120100001	120200000	0.0004386036258195	77475	125351	285795631	1063238
AL	NC_063214.1	120200001	120300000	0.000530529666004	76041	149921	282587402	1020576
AL	NC_063214.1	120300001	120400000	0.0005402489830878	76355	149430	276594690	1106560
AL	NC_063214.1	120400001	120500000	0.0004491097242432	73459	120669	268684897	1035906
AL	NC_063214.1	120500001	120600000	0.0006234149922327	76011	168143	269712795	1170622
AL	NC_063214.1	120600001	120700000	0.0005396255915556	73699	141184	261633255	1132342
AL	NC_063214.1	120700001	120800000	0.0005555700547491	73071	153993	277180166	913872
AL	NC_063214.1	120800001	120900000	0.0005831052517084	70450	151019	258990979	981706
AL	NC_063214.1	120900001	121000000	0.0006962677069416	74694	184442	264900983	1151818
AL	NC_063214.1	121000001	121100000	0.0005631021768875	72835	150304	266921362	1022600
AL	NC_063214.1	121100001	121200000	0.0005398739043622	74813	152416	282317776	955412
AL	NC_063214.1	121200001	121300000	0.0007076602585732	69759	186288	263244965	888546
AL	NC_063214.1	121300001	121400000	0.0008039788855128	64235	188396	234329537	911506
AL	NC_063214.1	121400001	121500000	0.0005546960406596	65840	142789	257418459	736122
AL	NC_063214.1	121500001	121600000	0.000753176080807	61263	181829	241416323	663990
AL	NC_063214.1	121600001	121700000	0.0005068499516206	65787	128555	253635222	777200
AL	NC_063214.1	121700001	121800000	0.0006427194222676	67804	174419	271376582	687468
AL	NC_063214.1	121800001	121900000	0.0004891772352953	65779	128536	262759570	671984
AL	NC_063214.1	121900001	122000000	0.0006019630485701	65748	154926	257367957	731318
AL	NC_063214.1	122000001	122100000	0.000645876983001	66031	167978	260077390	717224
AL	NC_063214.1	122100001	122200000	0.0004601977529927	66640	118255	256965618	787492
AL	NC_063214.1	122200001	122300000	0.0005470573601136	75691	164031	299842415	802206
AL	NC_063214.1	122300001	122400000	0.0002573137743066	70650	72936	283451596	712480
AL	NC_063214.1	122400001	122500000	0.0003971385033428	57570	93296	234920561	533606
AL	NC_063214.1	122500001	122600000	0.0005879478988628	63517	149395	254095644	651260
AL	NC_063214.1	122600001	122700000	0.0004005792593781	65772	101428	253203324	785120
AL	NC_063214.1	122700001	122800000	0.0006108410344805	62493	138174	226202878	925536
AL	NC_063214.1	122800001	122900000	0.0005080874535224	67056	137137	269908259	661706
AL	NC_063214.1	122900001	123000000	0.0006667235005357	53689	115520	173265229	1056202
AL	NC_063214.1	123000001	123100000	0.0002811630761916	77934	77311	274968538	1227044
AL	NC_063214.1	123100001	123200000	0.0001093660530074	17961	7883	72079039	180862
AL	NC_063214.1	123200001	123300000	0.0	39	0	129010	712
AL	NC_063214.1	123300001	123400000	0.0001619677440915	17053	9807	60549093	265250
AL	NC_063215.1	1	100000	5.606991354837576e-05	7488	1672	29819914	78308
AL	NC_063215.1	100001	200000	0.0002630266257211	1189	1275	4847418	11024
AL	NC_063215.1	200001	300000	0.0002244537475094	39036	34568	154009458	425876
AL	NC_063215.1	300001	400000	0.0001316214280626	84041	40270	305953222	1204264
AL	NC_063215.1	400001	500000	9.434477246921012e-05	75786	25069	265716895	1216794
AL	NC_063215.1	500001	600000	0.0005962675154479	53417	95581	160298855	1196174
AL	NC_063215.1	600001	700000	0.0005550121899812	46372	73949	133238515	1120810
AL	NC_063215.1	700001	800000	0.0006727047008076	65247	164407	244396984	855532
AL	NC_063215.1	800001	900000	0.0008198313919159	65018	203829	248623073	794126
AL	NC_063215.1	900001	1000000	0.0006762207064168	61743	152100	224926564	890092
AL	NC_063215.1	1000001	1100000	0.0005058188518824	62733	124554	246242305	692442
AL	NC_063215.1	1100001	1200000	0.000991468337267	66709	255043	257237665	785586
AL	NC_063215.1	1200001	1300000	0.0012236096559847	44540	194157	158675603	681610
AL	NC_063215.1	1300001	1400000	0.0009162825469329	30841	92040	100449365	591402
AL	NC_063215.1	1400001	1500000	0.0006727181534507	51786	124000	184326823	793842
AL	NC_063215.1	1500001	1600000	0.0005966122909755	34240	68081	114112634	623740
AL	NC_063215.1	1600001	1700000	0.0012212603324515	25547	114816	94014353	359226
AL	NC_063215.1	1700001	1800000	0.0006492412881248	17590	38943	59982322	305764
AL	NC_063215.1	1800001	1900000	0.0010006323614801	29355	102128	102063459	485862
AL	NC_063215.1	1900001	2000000	0.0009318966279188	68907	256091	274806231	711070
AL	NC_063215.1	2000001	2100000	0.0005118334810807	77765	152984	298894085	928514
AL	NC_063215.1	2100001	2200000	0.000552696171318	80581	160882	291085787	1176830
AL	NC_063215.1	2200001	2300000	0.0004169354139817	79987	117182	281055521	1264970
AL	NC_063215.1	2300001	2400000	0.0007207054039303	80397	195623	271432681	1400746
AL	NC_063215.1	2400001	2500000	0.0006259593334851	78236	168790	269650105	1299782
AL	NC_063215.1	2500001	2600000	0.0006310202970224	75548	174682	276824693	1061070
AL	NC_063215.1	2600001	2700000	0.000202190712546	73037	49435	244496888	1298452
AL	NC_063215.1	2700001	2800000	0.0002673271722412	71878	66482	248691517	1180382
AL	NC_063215.1	2800001	2900000	0.0004819922351803	72526	126780	263033283	1047074
AL	NC_063215.1	2900001	3000000	0.0002267578954879	77117	60427	266482452	1271908
AL	NC_063215.1	3000001	3100000	0.0004260525770487	78796	118542	278233266	1227140
AL	NC_063215.1	3100001	3200000	0.0006320614957005	71732	173132	273916385	874974
AL	NC_063215.1	3200001	3300000	0.0007462895412268	71885	197551	264710932	992108
AL	NC_063215.1	3300001	3400000	0.0008760609488292	69904	235673	269014388	829456
AL	NC_063215.1	3400001	3500000	0.0007090351694251	76949	204280	288109827	1003974
AL	NC_063215.1	3500001	3600000	0.0007133579387575	75938	208036	291629193	911494
AL	NC_063215.1	3600001	3700000	0.0002530452859085	67804	64488	254847664	878520
AL	NC_063215.1	3700001	3800000	0.000209459963737	67838	55791	266356391	748170
AL	NC_063215.1	3800001	3900000	0.0005412407725822	71657	147124	271827267	898638
AL	NC_063215.1	3900001	4000000	0.0009999418262725	77385	250339	250353564	1479716
AL	NC_063215.1	4000001	4100000	0.0006418198950565	72436	152226	237178687	1353218
AL	NC_063215.1	4100001	4200000	0.0007070229879883	76795	175282	247915560	1476772
AL	NC_063215.1	4200001	4300000	0.0003733978541902	75823	92782	248480271	1414806
AL	NC_063215.1	4300001	4400000	0.0002921734310127	78957	71555	244905910	1641904
AL	NC_063215.1	4400001	4500000	0.0002423363103091	77985	57766	238371212	1666196
AL	NC_063215.1	4500001	4600000	0.0001238172426539	79586	33595	271327315	1364330
AL	NC_063215.1	4600001	4700000	0.0003016765520089	78374	77918	258283249	1451854
AL	NC_063215.1	4700001	4800000	0.0003748235236978	77842	92995	248103425	1539934
AL	NC_063215.1	4800001	4900000	0.0004772270434879	77583	115974	243016404	1585684
AL	NC_063215.1	4900001	5000000	0.0005664468130565	78873	139811	246821055	1613990
AL	NC_063215.1	5000001	5100000	0.0006378545569174	77427	164522	257930273	1397114
AL	NC_063215.1	5100001	5200000	0.0006395345926683	74047	166715	260681755	1167406
AL	NC_063215.1	5200001	5300000	0.0002044504622316	75447	51304	250936092	1364892
AL	NC_063215.1	5300001	5400000	0.00048651497598	80342	125551	258061943	1562458
AL	NC_063215.1	5400001	5500000	0.0003955395003502	79884	97151	245616430	1688204
AL	NC_063215.1	5500001	5600000	0.000416239696513	80440	100212	240755509	1783838
AL	NC_063215.1	5600001	5700000	0.0003916956702302	81180	107173	273612930	1424436
AL	NC_063215.1	5700001	5800000	0.0003165843836997	83593	89965	284173840	1434436
AL	NC_063215.1	5800001	5900000	7.822357231565178e-05	83190	20372	260433005	1699694
AL	NC_063215.1	5900001	6000000	0.0003630721994866	82152	99304	273510338	1482164
AL	NC_063215.1	6000001	6100000	0.0004906116557088	81728	133611	272335560	1473576
AL	NC_063215.1	6100001	6200000	0.0003045826358502	84295	92964	305217662	1232432
AL	NC_063215.1	6200001	6300000	0.0002444725490162	81137	66593	272394591	1436078
AL	NC_063215.1	6300001	6400000	0.0003627135427992	80180	108741	299798566	1059436
AL	NC_063215.1	6400001	6500000	0.0003361329275208	80138	90240	268465219	1426874
AL	NC_063215.1	6500001	6600000	0.00048877682723	80322	123173	252002536	1634168
AL	NC_063215.1	6600001	6700000	0.000571776294606	82991	148145	259096086	1706728
AL	NC_063215.1	6700001	6800000	5.7154752090222296e-05	81906	14419	252279985	1725862
AL	NC_063215.1	6800001	6900000	3.46845542440496e-05	78526	8988	259135520	1445936
AL	NC_063215.1	6900001	7000000	2.7572170443801403e-05	80514	6949	252029488	1645672
AL	NC_063215.1	7000001	7100000	0.0001334638505683	84057	36673	274778525	1574786
AL	NC_063215.1	7100001	7200000	0.0002630331005295	85326	73804	280588260	1580136
AL	NC_063215.1	7200001	7300000	0.0006128766133371	84256	178298	290919895	1396594
AL	NC_063215.1	7300001	7400000	0.0005895338276691	80080	157657	267426554	1436508
AL	NC_063215.1	7400001	7500000	0.0003681364218419	82820	101806	276544221	1486470
AL	NC_063215.1	7500001	7600000	0.0004941713671607	82590	141822	286989513	1349062
AL	NC_063215.1	7600001	7700000	0.0002991434312481	83512	83011	277495647	1514378
AL	NC_063215.1	7700001	7800000	0.000413630960752	83387	113859	275267112	1529652
AL	NC_063215.1	7800001	7900000	0.000573096719376	82420	156491	273062111	1503322
AL	NC_063215.1	7900001	8000000	0.0002793558602683	74936	71801	257023425	1259798
AL	NC_063215.1	8000001	8100000	0.0003236295968687	82187	89146	275456883	1460166
AL	NC_063215.1	8100001	8200000	0.0005870111362501	81801	151447	257996809	1651122
AL	NC_063215.1	8200001	8300000	0.000319195646622	82418	80564	252396926	1756876
AL	NC_063215.1	8300001	8400000	0.0002099907158154	76902	50886	242324999	1554138
AL	NC_063215.1	8400001	8500000	8.375407919454811e-05	81330	20764	247916283	1748298
AL	NC_063215.1	8500001	8600000	0.0001007034236446	71102	23083	229217629	1376230
AL	NC_063215.1	8600001	8700000	0.0006551007414502	79144	161397	246369741	1637790
AL	NC_063215.1	8700001	8800000	0.0004676344986765	81989	113433	242567647	1855430
AL	NC_063215.1	8800001	8900000	0.0004232033971918	76936	100503	237481553	1618822
AL	NC_063215.1	8900001	9000000	0.0004095839114134	77042	101665	248215316	1494504
AL	NC_063215.1	9000001	9100000	0.0005384029327916	76385	130272	241960049	1529362
AL	NC_063215.1	9100001	9200000	0.0005760399448679	76245	140553	243998704	1497044
AL	NC_063215.1	9200001	9300000	0.0003816515375231	75774	90225	236406751	1561554
AL	NC_063215.1	9300001	9400000	0.0003557953971307	78879	88117	247662001	1609658
AL	NC_063215.1	9400001	9500000	0.0003496751336659	83789	86306	246817665	1909010
AL	NC_063215.1	9500001	9600000	0.0001671272920145	80977	42775	255942638	1627200
AL	NC_063215.1	9600001	9700000	0.000266143456684	82256	69553	261336502	1639124
AL	NC_063215.1	9700001	9800000	0.0006190564235008	81529	178257	287949520	1277652
AL	NC_063215.1	9800001	9900000	0.00037204716692	79693	101295	272263866	1352136
AL	NC_063215.1	9900001	10000000	0.0005124437163977	85267	144640	282255388	1553652
AL	NC_063215.1	10000001	10100000	0.0004159790089643	80668	118640	285206699	1256682
AL	NC_063215.1	10100001	10200000	0.0005840918602032	84635	170795	292411197	1399954
AL	NC_063215.1	10200001	10300000	0.0004553526307673	84607	133114	292331681	1396738
AL	NC_063215.1	10300001	10400000	0.000380947364567	82890	111611	292982733	1294382
AL	NC_063215.1	10400001	10500000	0.0001841021803384	83394	51552	280018411	1475338
AL	NC_063215.1	10500001	10600000	0.0003171833443203	84669	84104	265158942	1730576
AL	NC_063215.1	10600001	10700000	0.0005760407403326	81129	144755	251292990	1694016
AL	NC_063215.1	10700001	10800000	0.0002070376348677	80756	55337	267279908	1482696
AL	NC_063215.1	10800001	10900000	0.0003889416429818	83379	97336	250258623	1840150
AL	NC_063215.1	10900001	11000000	0.0002904581597118	80945	70123	241422035	1806998
AL	NC_063215.1	11000001	11100000	0.0001439996282327	82463	37327	259215947	1682286
AL	NC_063215.1	11100001	11200000	0.0002269363448767	82133	60705	267497919	1555790
AL	NC_063215.1	11200001	11300000	0.0006011111414752	83425	152787	254174294	1793192
AL	NC_063215.1	11300001	11400000	0.0003083099817895	82922	76674	248691267	1832610
AL	NC_063215.1	11400001	11500000	0.0003737473359531	80385	97436	260700186	1536896
AL	NC_063215.1	11500001	11600000	0.0004877654428504	80737	132708	272073395	1421134
AL	NC_063215.1	11600001	11700000	0.0003909655488841	81803	100284	256503419	1670030
AL	NC_063215.1	11700001	11800000	0.0005459179114322	78297	142376	260801115	1414102
AL	NC_063215.1	11800001	11900000	0.0005347774092581	76646	129372	241917474	1547252
AL	NC_063215.1	11900001	12000000	0.0006523178642885	74002	151667	232504747	1504826
AL	NC_063215.1	12000001	12100000	0.0007813101359902	78328	192399	246251765	1591222
AL	NC_063215.1	12100001	12200000	0.0004297587362273	77298	112714	262272737	1337054
AL	NC_063215.1	12200001	12300000	0.0003831947249484	82727	97071	253320293	1762906
AL	NC_063215.1	12300001	12400000	0.0002120561765827	81032	54995	259341656	1588424
AL	NC_063215.1	12400001	12500000	0.0002723815915581	81559	67735	248676864	1751788
AL	NC_063215.1	12500001	12600000	0.0003240356512047	80932	84712	261428024	1562136
AL	NC_063215.1	12600001	12700000	0.0002121573973858	83566	53522	252274965	1825350
AL	NC_063215.1	12700001	12800000	0.0002318191441864	81105	60417	260621271	1578534
AL	NC_063215.1	12800001	12900000	0.0004043825029306	81145	106379	263065289	1554146
AL	NC_063215.1	12900001	13000000	0.0003838050470063	74224	92635	241359515	1410530
AL	NC_063215.1	13000001	13100000	0.0003230531164312	75354	79285	245424037	1424894
AL	NC_063215.1	13100001	13200000	0.0005080457140146	80031	121936	240009898	1769456
AL	NC_063215.1	13200001	13300000	0.0001146166884099	77114	28431	248052883	1498674
AL	NC_063215.1	13300001	13400000	0.0001531855396213	78384	37168	242633868	1641752
AL	NC_063215.1	13400001	13500000	0.0002163152191175	74783	50666	234223002	1530144
AL	NC_063215.1	13500001	13600000	0.0001054538894693	74132	24283	230271260	1541352
AL	NC_063215.1	13600001	13700000	0.0002001693357369	67875	44606	222841325	1264386
AL	NC_063215.1	13700001	13800000	0.0003365716675449	77130	80931	240456960	1593248
AL	NC_063215.1	13800001	13900000	0.0002926723316539	76522	72909	249114768	1449728
AL	NC_063215.1	13900001	14000000	0.0004166774421711	77620	105389	252927059	1468298
AL	NC_063215.1	14000001	14100000	0.0003527886689395	84436	94826	268789812	1673832
AL	NC_063215.1	14100001	14200000	0.0004123898763756	83232	107484	260636854	1702964
AL	NC_063215.1	14200001	14300000	0.0003419181758011	83863	86431	252782701	1837618
AL	NC_063215.1	14300001	14400000	0.0004270252479563	82693	110912	259731715	1680838
AL	NC_063215.1	14400001	14500000	0.0004613252882732	83475	124950	270850099	1594470
AL	NC_063215.1	14500001	14600000	0.0003726219030632	80423	97763	262365146	1519176
AL	NC_063215.1	14600001	14700000	0.0002953046326071	75769	72164	244371378	1464832
AL	NC_063215.1	14700001	14800000	0.0002641247357666	81612	70851	268248257	1516014
AL	NC_063215.1	14800001	14900000	0.0001255778102625	81840	34767	276856237	1423038
AL	NC_063215.1	14900001	15000000	0.0002194375696009	75983	54527	248485253	1423770
AL	NC_063215.1	15000001	15100000	0.0002714972084378	78897	75368	277601381	1244762
AL	NC_063215.1	15100001	15200000	0.0002972638966148	83084	82290	276824737	1502694
AL	NC_063215.1	15200001	15300000	0.0005555518870193	84103	164898	296818360	1315924
